State,Law,Intervention,InterventionYear,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
WA,gvro,implemented,2016,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WA,gvrolawenforcement,implemented,2016,450,390,391,437,436,423,398,397,413,439,470,464,495,529,483,551,537,515
WI,dvrodating,implemented,2002,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,dvrosurrenderdating,implemented,2002,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,stalking,implemented,2002,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,alctreatment,implemented,2010,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,danger,implemented,2010,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,mayissue,removal,2011,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,showing,removal,2011,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WI,waitingh,removal,2015,299,304,317,308,310,308,302,299,338,344,345,378,351,348,437,352,424,455
WV,dvro,implemented,2000,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,dvrodating,implemented,2000,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,mcdv,implemented,2000,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,mcdvdating,implemented,2000,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,violentpartial,implemented,2000,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,exparte,implemented,2001,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,expartedating,implemented,2001,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,immunity,removal,2003,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,nosyg,removal,2008,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,age18longgunsale,implemented,2010,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,age21handgunsale,implemented,2010,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,amm18,implemented,2010,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,amm21h,implemented,2010,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,ccbackgroundnics,implemented,2012,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,ccrenewbackground,implemented,2012,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,ccbackground,removal,2016,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,ccbackgroundnics,removal,2016,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,ccrenewbackground,removal,2016,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,ccrevoke,removal,2016,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,elementary,removal,2016,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WV,permitconcealed,removal,2016,169,173,195,188,191,192,188,179,205,172,178,210,200,198,225,217,215,238
WY,age18longgunsale,implemented,2010,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
WY,age21handgunsale,implemented,2010,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
WY,felony,implemented,2010,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
WY,ccbackground,removal,2011,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
WY,ccrenewbackground,removal,2011,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
WY,ccrevoke,removal,2011,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
WY,permitconcealed,removal,2011,54,43,61,73,75,42,48,66,58,87,82,83,78,102,89,78,88,87
