State,Year,LawName,Switching,Assaults_-16,Assaults_-15,Assaults_-14,Assaults_-13,Assaults_-12,Assaults_-11,Assaults_-10,Assaults_-9,Assaults_-8,Assaults_-7,Assaults_-6,Assaults_-5,Assaults_-4,Assaults_-3,Assaults_-2,Assaults_-1,Current_Assaults,Assaults_1,Homicides_-16,Homicides_-15,Homicides_-14,Homicides_-13,Homicides_-12,Homicides_-11,Homicides_-10,Homicides_-9,Homicides_-8,Homicides_-7,Homicides_-6,Homicides_-5,Homicides_-4,Homicides_-3,Homicides_-2,Homicides_-1,Current_Homicides,Homicides_1,Suicides_-16,Suicides_-15,Suicides_-14,Suicides_-13,Suicides_-12,Suicides_-11,Suicides_-10,Suicides_-9,Suicides_-8,Suicides_-7,Suicides_-6,Suicides_-5,Suicides_-4,Suicides_-3,Suicides_-2,Suicides_-1,Current_Suicides,Suicides_1
MD,2013,assault,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275
MD,2013,assaultlist,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275
MD,2013,assaulttransfer,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275
MD,2013,fingerprint,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275
MD,2013,tenroundlimit,implemented,,,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,,,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,,,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275
MD,2015,dvrodating,implemented,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,355,364,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275,241,247
MD,2015,dvrosurrenderdating,implemented,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,355,364,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275,241,247
MD,2015,microstamp,removal,1207,3330,2236,1228,2381,2278,2540,2438,2216,2023,1838,1761,2382,2135,1691,1715,2164,2474,315,313,336,350,366,388,424,405,426,375,313,305,281,298,278,226,355,364,239,240,217,229,236,244,217,238,230,259,252,222,238,269,257,275,241,247
ME,2008,danger,implemented,,,,,,,,22,29,22,17,30,35,32,46,44,59,32,,,,,,,,15,6,6,8,8,9,8,12,14,13,8,,,,,,,,87,98,86,72,66,97,100,87,90,103,106
ME,2008,invcommitment,implemented,,,,,,,,22,29,22,17,30,35,32,46,44,59,32,,,,,,,,15,6,6,8,8,9,8,12,14,13,8,,,,,,,,87,98,86,72,66,97,100,87,90,103,106
ME,2015,ccrevoke,removal,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,15,6,6,8,8,9,8,12,14,13,8,14,19,15,16,10,16,13,87,98,86,72,66,97,100,87,90,103,106,95,113,112,137,116,124,107
ME,2015,mcdv,implemented,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,15,6,6,8,8,9,8,12,14,13,8,14,19,15,16,10,16,13,87,98,86,72,66,97,100,87,90,103,106,95,113,112,137,116,124,107
ME,2015,mcdvdating,implemented,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,15,6,6,8,8,9,8,12,14,13,8,14,19,15,16,10,16,13,87,98,86,72,66,97,100,87,90,103,106,95,113,112,137,116,124,107
ME,2015,permitconcealed,removal,22,29,22,17,30,35,32,46,44,59,32,48,60,73,39,58,53,74,15,6,6,8,8,9,8,12,14,13,8,14,19,15,16,10,16,13,87,98,86,72,66,97,100,87,90,103,106,95,113,112,137,116,124,107
MI,2000,immunity,removal,,,,,,,,,,,,,,,,7938,7547,6343,,,,,,,,,,,,,,,,476,464,463,,,,,,,,,,,,,,,,542,531,542
MI,2000,lockd,implemented,,,,,,,,,,,,,,,,7938,7547,6343,,,,,,,,,,,,,,,,476,464,463,,,,,,,,,,,,,,,,542,531,542
MI,2001,ccbackgroundnics,removal,,,,,,,,,,,,,,,7938,7547,6343,7048,,,,,,,,,,,,,,,476,464,463,449,,,,,,,,,,,,,,,542,531,542,578
MI,2001,elementary,implemented,,,,,,,,,,,,,,,7938,7547,6343,7048,,,,,,,,,,,,,,,476,464,463,449,,,,,,,,,,,,,,,542,531,542,578
MI,2001,mayissue,removal,,,,,,,,,,,,,,,7938,7547,6343,7048,,,,,,,,,,,,,,,476,464,463,449,,,,,,,,,,,,,,,542,531,542,578
MI,2001,showing,removal,,,,,,,,,,,,,,,7938,7547,6343,7048,,,,,,,,,,,,,,,476,464,463,449,,,,,,,,,,,,,,,542,531,542,578
MI,2006,nosyg,removal,,,,,,,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,,,,,,,,,,476,464,463,449,429,442,417,467,422,,,,,,,,,,542,531,542,578,523,532,554,598,558
MI,2012,permith,removal,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,,,,476,464,463,449,429,442,417,467,422,368,424,418,461,525,429,,,,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674
MI,2012,permitlaw,removal,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,,,,476,464,463,449,429,442,417,467,422,368,424,418,461,525,429,,,,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674
MI,2012,training,removal,,,,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,,,,476,464,463,449,429,442,417,467,422,368,424,418,461,525,429,,,,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674
MI,2015,ccbackgroundnics,implemented,7938,7547,6343,7048,7219,7099,8839,9181,8627,7918,8251,8231,7679,8407,7658,7435,6695,8401,476,464,463,449,429,442,417,467,422,368,424,418,461,525,429,358,394,429,542,531,542,578,523,532,554,598,558,570,575,601,619,623,674,671,692,717
MN,2003,ccbackgroundnics,implemented,,,,,,,,,,,,,457,1225,418,418,376,442,,,,,,,,,,,,,48,63,56,63,72,79,,,,,,,,,,,,,228,223,242,238,244,268
MN,2003,mayissue,removal,,,,,,,,,,,,,457,1225,418,418,376,442,,,,,,,,,,,,,48,63,56,63,72,79,,,,,,,,,,,,,228,223,242,238,244,268
MN,2003,showing,removal,,,,,,,,,,,,,457,1225,418,418,376,442,,,,,,,,,,,,,48,63,56,63,72,79,,,,,,,,,,,,,228,223,242,238,244,268
MN,2014,dvro,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,dvrodating,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,dvroremoval,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,dvrosurrender,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,dvrosurrenderdating,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,dvrosurrendernoconditions,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,mcdvremovalallowed,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2014,mcdvremovalrequired,implemented,,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304
MN,2015,traffickingprohibited,implemented,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,75,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MN,2015,traffickingprohibitedh,implemented,457,1225,418,418,376,442,518,1452,1369,1226,1175,1058,1177,1161,1257,1208,1444,1635,48,63,56,63,72,79,69,79,55,59,45,59,44,42,61,52,78,75,228,223,242,238,244,268,255,243,265,289,281,280,322,310,339,308,304,332
MO,2003,ccbackground,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,,,,,,,,,,,,,213,229,237,229,195,236,,,,,,,,,,,,,426,434,427,423,411,389
MO,2003,ccbackgroundnics,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,,,,,,,,,,,,,213,229,237,229,195,236,,,,,,,,,,,,,426,434,427,423,411,389
MO,2003,immunity,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,,,,,,,,,,,,,213,229,237,229,195,236,,,,,,,,,,,,,426,434,427,423,411,389
MO,2003,mayissue,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,,,,,,,,,,,,,213,229,237,229,195,236,,,,,,,,,,,,,426,434,427,423,411,389
MO,2003,showing,removal,,,,,,,,,,,,,4343,4046,4082,3954,3829,4299,,,,,,,,,,,,,213,229,237,229,195,236,,,,,,,,,,,,,426,434,427,423,411,389
MO,2007,age21handgunsale,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,,,,,,,,,213,229,237,229,195,236,286,239,268,358,,,,,,,,,426,434,427,423,411,389,427,444,452,421
MO,2007,backgroundpurge,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,,,,,,,,,213,229,237,229,195,236,286,239,268,358,,,,,,,,,426,434,427,423,411,389,427,444,452,421
MO,2007,permith,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,,,,,,,,,213,229,237,229,195,236,286,239,268,358,,,,,,,,,426,434,427,423,411,389,427,444,452,421
MO,2007,permitlaw,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,,,,,,,,,213,229,237,229,195,236,286,239,268,358,,,,,,,,,426,434,427,423,411,389,427,444,452,421
MO,2007,threedaylimit,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,,,,,,,,,213,229,237,229,195,236,286,239,268,358,,,,,,,,,426,434,427,423,411,389,427,444,452,421
MO,2007,universalpermith,removal,,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,,,,,,,,,213,229,237,229,195,236,286,239,268,358,,,,,,,,,426,434,427,423,411,389,427,444,452,421
MO,2008,ccbackground,implemented,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,,,,,,,,213,229,237,229,195,236,286,239,268,358,279,,,,,,,,426,434,427,423,411,389,427,444,452,421,471
MO,2008,felony,implemented,,,,,,,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,,,,,,,,213,229,237,229,195,236,286,239,268,358,279,,,,,,,,426,434,427,423,411,389,427,444,452,421,471
MO,2014,ccbackgroundnics,implemented,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,,213,229,237,229,195,236,286,239,268,358,279,313,280,285,278,317,410,,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605
MO,2014,elementary,removal,,4343,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,,213,229,237,229,195,236,286,239,268,358,279,313,280,285,278,317,410,,426,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605
MO,2016,nosyg,removal,4046,4082,3954,3829,4299,5153,5517,3660,5904,5789,5368,5290,5346,5185,5472,6815,7914,,229,237,229,195,236,286,239,268,358,279,313,280,285,278,317,410,438,,434,427,423,411,389,427,444,452,421,471,489,513,546,556,588,605,650,
MS,2003,immunity,removal,,,,,,,,,,,,,963,557,816,814,689,867,,,,,,,,,,,,,112,106,128,119,124,125,,,,,,,,,,,,,244,220,239,254,247,245
MS,2006,nosyg,removal,,,,,,,,,,963,557,816,814,689,867,779,910,792,,,,,,,,,,112,106,128,119,124,125,108,119,116,,,,,,,,,,244,220,239,254,247,245,251,219,279
MS,2011,collegeconcealed,removal,,,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,,,,,112,106,128,119,124,125,108,119,116,137,109,117,136,130,,,,,244,220,239,254,247,245,251,219,279,286,269,256,268,296
MS,2011,elementary,removal,,,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,,,,,112,106,128,119,124,125,108,119,116,137,109,117,136,130,,,,,244,220,239,254,247,245,251,219,279,286,269,256,268,296
MS,2013,opencarrypermith,removal,,,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,,,112,106,128,119,124,125,108,119,116,137,109,117,136,130,105,121,,,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251
MS,2015,ccbackground,removal,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,112,106,128,119,124,125,108,119,116,137,109,117,136,130,105,121,123,126,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,2015,ccrevoke,removal,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,112,106,128,119,124,125,108,119,116,137,109,117,136,130,105,121,123,126,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MS,2015,permitconcealed,removal,963,557,816,814,689,867,779,910,792,860,822,888,956,764,771,785,767,902,112,106,128,119,124,125,108,119,116,137,109,117,136,130,105,121,123,126,244,220,239,254,247,245,251,219,279,286,269,256,268,296,279,251,292,268
MT,2009,nosyg,removal,,,,,,,93,85,230,230,300,179,270,215,299,264,297,278,,,,,,,5,8,11,5,11,11,6,5,11,11,18,11,,,,,,,92,105,133,115,120,105,135,102,120,132,136,141
NC,2002,immunity,removal,,,,,,,,,,,,,,6340,5966,6023,5861,5586,,,,,,,,,,,,,,349,365,316,359,295,,,,,,,,,,,,,,567,621,632,630,619
NC,2003,dvro,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,dvrodating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,dvrosurrender,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,dvrosurrenderdating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,dvrosurrendernoconditions,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,exparte,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,expartedating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,expartesurrender,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,expartesurrenderdating,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2003,expartesurrendernoconditions,implemented,,,,,,,,,,,,,6340,5966,6023,5861,5586,4204,,,,,,,,,,,,,349,365,316,359,295,276,,,,,,,,,,,,,567,621,632,630,619,608
NC,2006,ccbackgroundnics,implemented,,,,,,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,,,,,,,,,,349,365,316,359,295,276,336,344,343,,,,,,,,,,567,621,632,630,619,608,632,660,607
NC,2011,nosyg,removal,,,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,,,,,349,365,316,359,295,276,336,344,343,347,313,274,293,300,,,,,567,621,632,630,619,608,632,660,607,669,678,707,728,709
NC,2013,ccrevoke,implemented,,,6340,5966,6023,5861,5586,4204,6628,6804,6060,6658,6110,5677,5843,7186,6127,7220,,,349,365,316,359,295,276,336,344,343,347,313,274,293,300,293,298,,,567,621,632,630,619,608,632,660,607,669,678,707,728,709,771,760
ND,2001,immunity,removal,,,,,,,,,,,,,,,6,4,12,8,,,,,,,,,,,,,,,3,1,5,2,,,,,,,,,,,,,,,39,28,33,53
ND,2011,alctreatment,implemented,,,,,6,4,12,8,9,11,18,13,14,15,12,21,31,20,,,,,3,1,5,2,4,4,2,1,2,0,3,5,5,2,,,,,39,28,33,53,41,41,56,41,49,55,45,47,51,63
ND,2013,ccbackgroundnics,implemented,,,6,4,12,8,9,11,18,13,14,15,12,21,31,20,30,46,,,3,1,5,2,4,4,2,1,2,0,3,5,5,2,4,6,,,39,28,33,53,41,41,56,41,49,55,45,47,51,63,76,85
NE,2004,incidentremoval,implemented,,,,,,,,,,,,822,734,541,507,471,503,451,,,,,,,,,,,,7,17,8,8,6,16,6,,,,,,,,,,,,105,113,103,100,89,82,98
NE,2007,mayissue,removal,,,,,,,,,822,734,541,507,471,503,451,455,494,499,,,,,,,,,7,17,8,8,6,16,6,5,8,9,,,,,,,,,105,113,103,100,89,82,98,99,88,94
NE,2007,showing,removal,,,,,,,,,822,734,541,507,471,503,451,455,494,499,,,,,,,,,7,17,8,8,6,16,6,5,8,9,,,,,,,,,105,113,103,100,89,82,98,99,88,94
NE,2009,mcdv,implemented,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,,,,,,,7,17,8,8,6,16,6,5,8,9,28,37,,,,,,,105,113,103,100,89,82,98,99,88,94,85,101
NE,2009,mcdvdating,implemented,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,,,,,,,7,17,8,8,6,16,6,5,8,9,28,37,,,,,,,105,113,103,100,89,82,98,99,88,94,85,101
NE,2009,preemption,removal,,,,,,,822,734,541,507,471,503,451,455,494,499,490,531,,,,,,,7,17,8,8,6,16,6,5,8,9,28,37,,,,,,,105,113,103,100,89,82,98,99,88,94,85,101
NH,2000,cap14,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,cap16,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,capuses,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,dvro,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,dvrodating,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,dvrosurrender,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,dvrosurrenderdating,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2000,dvrosurrendernoconditions,implemented,,,,,,,,,,,,,,,,20,87,77,,,,,,,,,,,,,,,,4,5,7,,,,,,,,,,,,,,,,49,67,71
NH,2003,preemption,removal,,,,,,,,,,,,,20,87,77,87,87,106,,,,,,,,,,,,,4,5,7,9,2,4,,,,,,,,,,,,,49,67,71,57,75,57
NH,2003,preemptionbroad,removal,,,,,,,,,,,,,20,87,77,87,87,106,,,,,,,,,,,,,4,5,7,9,2,4,,,,,,,,,,,,,49,67,71,57,75,57
NH,2003,preemptionnarrow,removal,,,,,,,,,,,,,20,87,77,87,87,106,,,,,,,,,,,,,4,5,7,9,2,4,,,,,,,,,,,,,49,67,71,57,75,57
NH,2004,immunity,removal,,,,,,,,,,,,20,87,77,87,87,106,112,,,,,,,,,,,,4,5,7,9,2,4,7,,,,,,,,,,,,49,67,71,57,75,57,79
NH,2011,nosyg,removal,,,,,20,87,77,87,87,106,112,140,130,167,191,202,171,177,,,,,4,5,7,9,2,4,7,3,5,2,4,5,6,9,,,,,49,67,71,57,75,57,79,69,71,85,82,102,75,98
NJ,2000,lockd,implemented,,,,,,,,,,,,,,,,2257,2422,2442,,,,,,,,,,,,,,,,153,151,181,,,,,,,,,,,,,,,,195,154,167
NJ,2000,lockp,implemented,,,,,,,,,,,,,,,,2257,2422,2442,,,,,,,,,,,,,,,,153,151,181,,,,,,,,,,,,,,,,195,154,167
NJ,2001,age21handgunpossess,implemented,,,,,,,,,,,,,,,2257,2422,2442,2372,,,,,,,,,,,,,,,153,151,181,193,,,,,,,,,,,,,,,195,154,167,176
NJ,2001,age21handgunsale,implemented,,,,,,,,,,,,,,,2257,2422,2442,2372,,,,,,,,,,,,,,,153,151,181,193,,,,,,,,,,,,,,,195,154,167,176
NJ,2002,personalized,implemented,,,,,,,,,,,,,,2257,2422,2442,2372,2527,,,,,,,,,,,,,,153,151,181,193,244,,,,,,,,,,,,,,195,154,167,176,183
NJ,2004,dvro,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,,,,,,,,,,,,153,151,181,193,244,245,280,,,,,,,,,,,,195,154,167,176,183,185,136
NJ,2004,dvrodating,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,,,,,,,,,,,,153,151,181,193,244,245,280,,,,,,,,,,,,195,154,167,176,183,185,136
NJ,2004,incidentall,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,,,,,,,,,,,,153,151,181,193,244,245,280,,,,,,,,,,,,195,154,167,176,183,185,136
NJ,2004,incidentremoval,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,,,,,,,,,,,,153,151,181,193,244,245,280,,,,,,,,,,,,195,154,167,176,183,185,136
NJ,2004,mcdv,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,,,,,,,,,,,,153,151,181,193,244,245,280,,,,,,,,,,,,195,154,167,176,183,185,136
NJ,2004,mcdvdating,implemented,,,,,,,,,,,,2257,2422,2442,2372,2527,2374,2449,,,,,,,,,,,,153,151,181,193,244,245,280,,,,,,,,,,,,195,154,167,176,183,185,136
NJ,2008,amm21h,implemented,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,,,,,,,,153,151,181,193,244,245,280,290,258,237,229,,,,,,,,195,154,167,176,183,185,136,173,165,167,173
NJ,2008,ammrestrict,implemented,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,,,,,,,,153,151,181,193,244,245,280,290,258,237,229,,,,,,,,195,154,167,176,183,185,136,173,165,167,173
NJ,2008,loststolen,implemented,,,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,,,,,,,,153,151,181,193,244,245,280,290,258,237,229,,,,,,,,195,154,167,176,183,185,136,173,165,167,173
NJ,2010,onepermonth,implemented,,,,,,2257,2422,2442,2372,2527,2374,2449,2609,2235,2063,1969,2101,2360,,,,,,153,151,181,193,244,245,280,290,258,237,229,252,276,,,,,,195,154,167,176,183,185,136,173,165,167,173,181,181
NM,2001,ccbackground,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,,,,,,,,,,,,,,,72,65,48,79,,,,,,,,,,,,,,,180,175,188,211
NM,2001,ccbackgroundnics,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,,,,,,,,,,,,,,,72,65,48,79,,,,,,,,,,,,,,,180,175,188,211
NM,2001,ccrenewbackground,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,,,,,,,,,,,,,,,72,65,48,79,,,,,,,,,,,,,,,180,175,188,211
NM,2001,ccrevoke,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,,,,,,,,,,,,,,,72,65,48,79,,,,,,,,,,,,,,,180,175,188,211
NM,2001,mayissue,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,,,,,,,,,,,,,,,72,65,48,79,,,,,,,,,,,,,,,180,175,188,211
NM,2001,showing,removal,,,,,,,,,,,,,,,1803,1725,1645,1783,,,,,,,,,,,,,,,72,65,48,79,,,,,,,,,,,,,,,180,175,188,211
NM,2003,college,implemented,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,,,,,,,,,,,,,72,65,48,79,55,74,,,,,,,,,,,,,180,175,188,211,211,196
NM,2003,collegeconcealed,implemented,,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,,,,,,,,,,,,,72,65,48,79,55,74,,,,,,,,,,,,,180,175,188,211,211,196
NM,2004,ccbackground,implemented,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,,,,,,,,,,,,72,65,48,79,55,74,66,,,,,,,,,,,,180,175,188,211,211,196,178
NM,2004,ccrenewbackground,implemented,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,,,,,,,,,,,,72,65,48,79,55,74,66,,,,,,,,,,,,180,175,188,211,211,196,178
NM,2004,ccrevoke,implemented,,,,,,,,,,,,1803,1725,1645,1783,1434,1683,1639,,,,,,,,,,,,72,65,48,79,55,74,66,,,,,,,,,,,,180,175,188,211,211,196,178
NV,2003,ammrestrict,implemented,,,,,,,,,,,,,756,757,835,1096,1586,1652,,,,,,,,,,,,,103,87,113,116,114,117,,,,,,,,,,,,,259,241,219,245,247,249
NV,2003,invcommitment,implemented,,,,,,,,,,,,,756,757,835,1096,1586,1652,,,,,,,,,,,,,103,87,113,116,114,117,,,,,,,,,,,,,259,241,219,245,247,249
NV,2003,invoutpatient,implemented,,,,,,,,,,,,,756,757,835,1096,1586,1652,,,,,,,,,,,,,103,87,113,116,114,117,,,,,,,,,,,,,259,241,219,245,247,249
